Ano base	Cod PPG	Nome PPG	Área Básica	IES Principal Sigla	IES Principal Nome	IES da Rede Sigla	Status Jurídico	UF	Região	PPG Ano Início	Modalidade	Mudança de modalidade no quadriênio?	Nota/ conceito	Nível	Ano Início Nível	Sofreu migração no quadriênio?	Total	Permanentes	Colaboradores	Visitantes	Total Distinto	"Mestrado
2018	26001012035P1	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFAL	UNIVERSIDADE FEDERAL DE ALAGOAS		FEDERAL	AL	NORDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	21	15	6	0	56	56	0	56	27	29	2	2	7	0	45	0	0	0	0	0	0	0.16	0.04	0.04	3	0.13				0	0	3	0.13	2.14	0.1	175096	108240	AVALIAÇÃO
2019	26001012035P1	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFAL	UNIVERSIDADE FEDERAL DE ALAGOAS		FEDERAL	AL	NORDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	27	22	5	0	80	80	0	80	45	35	14	1	14	0	51	0	0	0	0	0	0	0.27	0.02	0.27	2.32	0.64				0	0	2.32	0.64	1.89	0.52	175442	108553	AVALIAÇÃO
2020	26001012035P1	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFAL	UNIVERSIDADE FEDERAL DE ALAGOAS		FEDERAL	AL	NORDESTE	2012	ACADÊMICO	NÃO	3	MESTRADO	2012	NÃO	28	23	5	0	83	83	0	83	50	33	15	5	10	0	53	0	0	0	0	0	0	0.19	0.09	0.28	2.3	0.65				0	0	2.3	0.65	1.89	0.54	204737	136054	AVALIAÇÃO
2017	27001016029P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FUFSE	FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE		FEDERAL	SE	NORDESTE	2010	ACADÊMICO	NÃO	3	MESTRADO	2010	NÃO	21	14	7	0	77	77	0	77	60	17	29	0	4	0	44	0	0	0	0	0	0	0.09	0	0.66	3.14	2.07				0	0	3.14	2.07	2.1	1.38	168621	102509	AVALIAÇÃO
2018	27001016029P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FUFSE	FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE		FEDERAL	SE	NORDESTE	2010	ACADÊMICO	NÃO	3	MESTRADO	2010	NÃO	21	16	5	0	70	70	0	70	43	27	24	1	3	0	42	0	0	0	0	0	0	0.07	0.02	0.57	2.63	1.5				0	0	2.63	1.5	2	1.14	168833	102710	AVALIAÇÃO
2019	27001016029P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FUFSE	FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE		FEDERAL	SE	NORDESTE	2010	ACADÊMICO	NÃO	3	MESTRADO	2010	NÃO	20	15	5	0	65	65	0	65	42	23	19	1	7	0	38	0	0	0	0	0	0	0.18	0.03	0.5	2.53	1.27				0	0	2.53	1.27	1.9	0.95	168840	102717	AVALIAÇÃO
2020	27001016029P4	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	FUFSE	FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE		FEDERAL	SE	NORDESTE	2010	ACADÊMICO	NÃO	3	MESTRADO	2010	NÃO	17	15	2	0	59	59	0	59	36	23	17	0	0	0	42	0	0	0	0	0	0	0	0	0.4	2.8	1.13				0	0	2.8	1.13	2.47	1	200647	132656	AVALIAÇÃO
2017	28001010061P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIFACS;UEFS	FEDERAL	BA	NORDESTE	2007	ACADÊMICO	NÃO	4	DOUTORADO	2007	NÃO	11	10	1	0	14	0	14	14	0	0	0	0	0	0	0	14	0	2	0	3	9				0	0	0.33	0	0.22	0.9	0.2	0.9	0.2	0.82	0.18	171813	105491	AVALIAÇÃO
2018	28001010061P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIFACS;UEFS	FEDERAL	BA	NORDESTE	2007	ACADÊMICO	NÃO	4	DOUTORADO	2007	NÃO	7	6	1	0	9	0	9	9	0	0	0	0	0	0	0	9	0	3	0	2	4				0	0	0.5	0	0.75	0.67	0.5	0.67	0.5	0.57	0.43	171793	105505	AVALIAÇÃO
2019	28001010061P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIFACS;UEFS	FEDERAL	BA	NORDESTE	2007	ACADÊMICO	NÃO	4	DOUTORADO	2007	NÃO	6	6	0	0	4	0	4	4	0	0	0	0	0	0	0	4	0	3	0	0	1				0	0	0	0	3	0.17	0.5	0.17	0.5	0.17	0.5	171823	105499	AVALIAÇÃO
2020	28001010061P1	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIFACS;UEFS	FEDERAL	BA	NORDESTE	2007	ACADÊMICO	NÃO	4	DOUTORADO	2007	NÃO	7	7	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1				0	0	0	0	0	0.14	0	0.14	0	0.14	0	199642	131793	AVALIAÇÃO
2017	28001010095P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA		FEDERAL	BA	NORDESTE	2014	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2014/2014	NÃO	38	29	9	0	263	199	65	264	150	49	15	0	16	0	168	50	15	1	0	1	63	0.1	0	0.09	5.79	0.52	0.02	0	0.02	2.17	0.03	7.97	0.55	6.08	0.42	177620	110194	AVALIAÇÃO
2018	28001010095P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA		FEDERAL	BA	NORDESTE	2014	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2014/2014	NÃO	38	29	9	0	282	215	72	287	168	47	34	3	20	0	158	63	9	1	0	1	70	0.13	0.02	0.22	5.45	1.17	0.01	0	0.01	2.41	0.03	7.86	1.21	6	0.92	177673	110218	AVALIAÇÃO
2019	28001010095P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA		FEDERAL	BA	NORDESTE	2014	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2014/2014	NÃO	38	27	11	0	277	191	89	280	156	35	24	8	28	0	131	70	19	4	1	4	80	0.21	0.06	0.18	4.85	0.89	0.05	0.01	0.05	2.96	0.15	7.81	1.04	5.55	0.74	177710	110231	AVALIAÇÃO
2020	28001010095P3	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFBA	UNIVERSIDADE FEDERAL DA BAHIA		FEDERAL	BA	NORDESTE	2014	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	2014/2014	NÃO	37	27	10	0	253	158	98	256	131	27	27	0	0	0	131	81	17	10	0	1	87	0	0	0.21	4.85	1	0.01	0	0.11	3.22	0.37	8.07	1.37	5.89	1	200428	132522	AVALIAÇÃO
2019	28002016020P6	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEFS	UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA		ESTADUAL	BA	NORDESTE	2019	ACADÊMICO	NÃO	A	MESTRADO	2019	NÃO	11	10	1	0	19	19	0	19	0	19	0	1	0	0	18	0	0	0	0	0	0	0	0.06	0	1.8	0				0	0	1.8	0	1.64	0	168125	102054	AVALIAÇÃO
2020	28002016020P6	CIÊNCIA DA COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UEFS	UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA		ESTADUAL	BA	NORDESTE	2019	ACADÊMICO	NÃO	A	MESTRADO	2019	NÃO	13	11	2	0	31	31	0	31	18	13	0	3	0	0	28	0	0	0	0	0	0	0	0.11	0	2.55	0				0	0	2.55	0	2.15	0	203024	134583	AVALIAÇÃO
2017	28013018005P5	SISTEMAS E COMPUTAÇÃO	TELEINFORMÁTICA	UNIFACS	UNIVERSIDADE SALVADOR		PARTICULAR	BA	NORDESTE	2006	ACADÊMICO	NÃO	3	MESTRADO	2006	NÃO	12	12	0	0	52	52	0	52	41	11	8	1	3	0	40	0	0	0	0	0	0	0.08	0.03	0.2	3.33	0.67				0	0	3.33	0.67	3.33	0.67	169638	103446	AVALIAÇÃO
2018	28013018005P5	SISTEMAS E COMPUTAÇÃO	TELEINFORMÁTICA	UNIFACS	UNIVERSIDADE SALVADOR		PARTICULAR	BA	NORDESTE	2006	ACADÊMICO	NÃO	3	MESTRADO	2006	NÃO	11	11	0	0	52	52	0	52	40	12	16	0	2	0	34	0	0	0	0	0	0	0.06	0	0.47	3.09	1.45				0	0	3.09	1.45	3.09	1.45	171321	105038	AVALIAÇÃO
2019	28013018005P5	SISTEMAS E COMPUTAÇÃO	TELEINFORMÁTICA	UNIFACS	UNIVERSIDADE SALVADOR		PARTICULAR	BA	NORDESTE	2006	ACADÊMICO	NÃO	3	MESTRADO	2006	NÃO	11	11	0	0	50	50	0	50	34	16	10	0	4	0	36	0	0	0	0	0	0	0.11	0	0.28	3.27	0.91				0	0	3.27	0.91	3.27	0.91	171326	105042	AVALIAÇÃO
2020	28013018005P5	SISTEMAS E COMPUTAÇÃO	TELEINFORMÁTICA	UNIFACS	UNIVERSIDADE SALVADOR		PARTICULAR	BA	NORDESTE	2006	ACADÊMICO	NÃO	3	MESTRADO	2006	NÃO	10	10	0	0	43	43	0	43	35	8	4	0	0	0	39	0	0	0	0	0	0	0	0	0.1	3.9	0.4				0	0	3.9	0.4	3.9	0.4	198520	130872	AVALIAÇÃO
2017	30001013007P0	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFES	UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	1994	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1994/2010	NÃO	30	28	2	0	145	101	48	149	68	33	29	4	12	0	56	36	12	6	0	1	41	0.21	0.07	0.52	2	1.04	0.02	0	0.15	1.46	0.21	3.46	1.25	3.23	1.17	173452	106993	AVALIAÇÃO
2018	30001013007P0	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFES	UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	1994	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1994/2010	NÃO	31	29	2	0	130	78	52	130	56	22	17	3	5	0	53	41	11	8	0	1	43	0.09	0.06	0.32	1.83	0.59	0.02	0	0.19	1.48	0.28	3.31	0.86	3.1	0.81	173428	106979	AVALIAÇÃO
2019	30001013007P0	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFES	UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	1994	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1994/2010	NÃO	29	26	3	0	136	79	58	137	53	26	19	0	6	0	54	43	15	8	0	0	50	0.11	0	0.35	2.08	0.73	0	0	0.16	1.92	0.31	4	1.04	3.59	0.93	173386	106937	AVALIAÇÃO
2020	30001013007P0	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFES	UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	1994	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1994/2010	NÃO	24	22	2	0	121	67	54	121	50	17	11	1	2	0	53	49	5	5	0	0	49	0.04	0.02	0.21	2.41	0.5	0	0	0.1	2.23	0.23	4.64	0.73	4.25	0.67	203525	135018	AVALIAÇÃO
2019	30004012075P4	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	IFES	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	2019	PROFISSIONAL	NÃO	A	MESTRADO PROFISSIONAL	2019	NÃO	18	14	4	0	20	20	0	20	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1.43	0				0	0	1.43	0	1.11	0	173319	106887	AVALIAÇÃO
2020	30004012075P4	COMPUTAÇÃO APLICADA	CIÊNCIA DA COMPUTAÇÃO	IFES	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO		FEDERAL	ES	SUDESTE	2019	PROFISSIONAL	NÃO	A	MESTRADO PROFISSIONAL	2019	NÃO	18	14	4	0	48	48	0	48	20	28	0	2	1	0	45	0	0	0	0	0	0	0.02	0.04	0	3.21	0				0	0	3.21	0	2.5	0	197957	130383	AVALIAÇÃO
2017	31001017004P3	ENGENHARIA DE SISTEMAS E COMPUTAÇÃO	SISTEMA DE COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1971/1971	NÃO	41	34	7	0	335	168	175	343	116	52	32	3	4	0	129	143	32	30	6	2	137	0.03	0.02	0.25	3.79	0.94	0.01	0.04	0.22	4.03	0.88	7.82	1.82	6.49	1.51	166539	100558	AVALIAÇÃO
2018	31001017004P3	ENGENHARIA DE SISTEMAS E COMPUTAÇÃO	SISTEMA DE COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1971/1971	NÃO	44	36	8	0	316	166	161	327	129	37	36	8	3	0	119	137	24	22	7	0	132	0.03	0.07	0.3	3.31	1	0	0.05	0.17	3.67	0.61	6.97	1.61	5.7	1.32	166811	100797	AVALIAÇÃO
2019	31001017004P3	ENGENHARIA DE SISTEMAS E COMPUTAÇÃO	SISTEMA DE COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1971/1971	NÃO	43	35	8	0	292	154	142	296	119	35	27	20	2	0	105	132	10	18	9	1	114	0.02	0.19	0.26	3	0.77	0.01	0.08	0.16	3.26	0.51	6.26	1.29	5.09	1.05	166938	100906	AVALIAÇÃO
2020	31001017004P3	ENGENHARIA DE SISTEMAS E COMPUTAÇÃO	SISTEMA DE COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1971/1971	NÃO	39	35	4	0	263	140	128	268	105	35	19	5	1	0	115	111	17	10	6	0	112	0.01	0.04	0.17	3.29	0.54	0	0.05	0.09	3.2	0.29	6.49	0.83	5.82	0.74	200740	132766	AVALIAÇÃO
2017	31001017110P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1997	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1997/2010	NÃO	31	29	2	0	171	110	63	173	74	36	20	4	0	0	86	50	13	7	0	0	56	0	0.05	0.23	2.97	0.69	0	0	0.13	1.93	0.24	4.9	0.93	4.58	0.87	129540	66350	AVALIAÇÃO
2018	31001017110P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1997	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1997/2010	NÃO	31	28	3	0	189	120	70	190	74	46	13	4	2	0	101	53	17	9	0	0	61	0.02	0.04	0.13	3.61	0.46	0	0	0.15	2.18	0.32	5.79	0.79	5.23	0.71	134751	70877	AVALIAÇÃO
2019	31001017110P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1997	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1997/2010	NÃO	28	25	3	0	187	114	75	189	86	28	14	5	9	0	86	59	16	9	0	1	65	0.1	0.06	0.16	3.44	0.56	0.02	0	0.14	2.6	0.36	6.04	0.92	5.39	0.82	154665	88848	AVALIAÇÃO
2020	31001017110P8	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO		FEDERAL	RJ	SUDESTE	1997	ACADÊMICO	NÃO	4	MESTRADO/DOUTORADO	1997/2010	NÃO	27	25	2	0	170	92	78	170	73	19	21	1	4	0	66	64	14	9	0	0	69	0.06	0.02	0.32	2.64	0.84	0	0	0.13	2.76	0.36	5.4	1.2	5	1.11	197217	129647	AVALIAÇÃO
2017	31003010046P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFF	UNIVERSIDADE FEDERAL FLUMINENSE		FEDERAL	RJ	SUDESTE	1995	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1995/2002	NÃO	42	41	1	0	275	168	114	282	119	49	24	11	14	0	119	92	22	27	1	3	83	0.12	0.09	0.2	2.9	0.59	0.04	0.01	0.33	2.02	0.66	4.93	1.24	4.81	1.21	129464	66314	AVALIAÇÃO
2018	31003010046P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFF	UNIVERSIDADE FEDERAL FLUMINENSE		FEDERAL	RJ	SUDESTE	1995	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1995/2002	NÃO	42	41	1	0	267	170	105	275	109	61	31	8	9	0	122	79	26	21	2	6	76	0.07	0.07	0.25	2.98	0.76	0.08	0.03	0.28	1.85	0.51	4.83	1.27	4.71	1.24	137904	73790	AVALIAÇÃO
2019	31003010046P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFF	UNIVERSIDADE FEDERAL FLUMINENSE		FEDERAL	RJ	SUDESTE	1995	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1995/2002	NÃO	45	38	7	0	292	195	111	306	120	75	46	13	17	0	119	76	35	12	3	3	93	0.14	0.11	0.39	3.13	1.21	0.03	0.03	0.13	2.45	0.32	5.58	1.53	4.71	1.29	155767	91124	AVALIAÇÃO
2020	31003010046P4	COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	UFF	UNIVERSIDADE FEDERAL FLUMINENSE		FEDERAL	RJ	SUDESTE	1995	ACADÊMICO	NÃO	6	MESTRADO/DOUTORADO	1995/2002	NÃO	44	40	4	0	294	183	127	310	117	66	26	3	16	0	138	92	35	7	1	3	116	0.12	0.02	0.19	3.45	0.65	0.03	0.01	0.06	2.9	0.18	6.35	0.83	5.77	0.75	197723	130149	AVALIAÇÃO
2017	31005012004P9	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO		PARTICULAR	RJ	SUDESTE	1967	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1967/1975	NÃO	25	24	1	0	211	117	107	224	79	38	22	3	4	1	87	91	16	18	1	2	86	0.05	0.03	0.25	3.63	0.92	0.02	0.01	0.21	3.58	0.75	7.21	1.67	6.92	1.6	169978	103783	AVALIAÇÃO
2018	31005012004P9	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO		PARTICULAR	RJ	SUDESTE	1967	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1967/1975	NÃO	27	26	1	0	239	144	107	251	87	57	36	0	3	1	104	86	21	14	0	1	92	0.03	0	0.35	4	1.38	0.01	0	0.15	3.54	0.54	7.54	1.92	7.26	1.85	169979	103784	AVALIAÇÃO
2019	31005012004P9	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO		PARTICULAR	RJ	SUDESTE	1967	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1967/1975	NÃO	24	22	2	0	255	156	109	265	104	52	35	0	3	0	118	92	17	13	0	1	95	0.03	0	0.3	5.36	1.59	0.01	0	0.14	4.32	0.59	9.68	2.18	8.88	2	170002	103787	AVALIAÇÃO
2020	31005012004P9	INFORMÁTICA	CIÊNCIA DA COMPUTAÇÃO	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO		PARTICULAR	RJ	SUDESTE	1967	ACADÊMICO	NÃO	7	MESTRADO/DOUTORADO	1967/1975	NÃO	23	21	2	0	208	119	95	214	83	36	23	3	1	0	92	84	11	15	3	1	76	0.01	0.03	0.25	4.38	1.1	0.01	0.04	0.2	3.62	0.71	8	1.81	7.3	1.65	202852	134415	AVALIAÇÃO
2017	31007015009P3	SISTEMAS E COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	IME	INSTITUTO MILITAR DE ENGENHARIA		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	3	MESTRADO	1971	NÃO	11	10	1	0	55	55	0	55	31	24	14	0	7	0	34	0	0	0	0	0	0	0.21	0	0.41	3.4	1.4				0	0	3.4	1.4	3.09	1.27	172710	106393	AVALIAÇÃO
2018	31007015009P3	SISTEMAS E COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	IME	INSTITUTO MILITAR DE ENGENHARIA		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	3	MESTRADO	1971	NÃO	11	10	1	0	53	53	0	53	34	19	15	0	6	0	32	0	0	0	0	0	0	0.19	0	0.47	3.2	1.5				0	0	3.2	1.5	2.91	1.36	172760	106453	AVALIAÇÃO
2019	31007015009P3	SISTEMAS E COMPUTAÇÃO	CIÊNCIA DA COMPUTAÇÃO	IME	INSTITUTO MILITAR DE ENGENHARIA		FEDERAL	RJ	SUDESTE	1971	ACADÊMICO	NÃO	3	MESTRADO	1971	NÃO	11	10	1	0	57	57	0	57	32	25	7	1	7	0	42	0	0	0	0	0	0	0.17	0.02	0.17	4.2	0.7				0	0	4.2	0.7	3.82	0.64	172779	106441	AVALIAÇÃO
