,Ano Base,Cod PPG,Nome PPG,Área Básica,IES Principal Sigla,IES Principal Nome,IES da Rede Sigla,Status Jurídico,UF,Região,PPG Ano Início,Modalidade,Mudança de modalidade no quadriênio?,Nota,Nível,Ano Início Nível,Teve turmas de PCI/MINTER/DINTER/Fora de sede quadriênio?,Sofreu migração no quadriênio?,Código do(s) pppg(s) de origem,Nome do(s) pppg(s) de origem,Código do(s) pppg(s) de destino,Nome do(s) pppg(s) de destino,Data de referência,Nº Permanentes (DP),Nº Colaboradores,Nº Visitantes,Total Docentes (T),"DP/Total (DP/T)
52,2019,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,12,0,0,12,100.0,2,5,17,0,0,15,17,8,5,12,3,15,6,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,173705,107172,AVALIAÇÃO
53,2020,23001011071P0,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,FEDERAL,RN,NORDESTE,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,16,0,0,16,100.0,1,3,14,0,0,14,14,16,10,30,2,32,8,0,0,0,0,,,,http://www.posgraduacao.ufrn.br/ppgsw,204696,136032,AVALIAÇÃO
54,2017,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,17,6,0,23,73.9,1,5,28,0,0,24,28,7,12,30,20,50,14,0,9,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,174880,108064,AVALIAÇÃO
55,2018,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,15,4,0,19,78.9,1,4,14,0,0,14,14,5,13,28,17,46,20,0,12,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,175134,108273,AVALIAÇÃO
56,2019,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,13,9,0,22,59.1,1,4,15,0,0,13,15,9,15,32,10,42,13,0,6,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,175193,108329,AVALIAÇÃO
57,2020,23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,CIÊNCIA DA COMPUTAÇÃO,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UFERSA,ESTADUAL,RN,NORDESTE,2008,ACADÊMICO,NÃO,3,MESTRADO,2008,,NÃO,,,,,,13,6,0,19,68.4,1,4,17,0,0,17,17,13,17,41,4,45,12,0,10,0,0,,,,http://ppgcc.uern.br |  http://ppgcc.uern.br,203368,134892,AVALIAÇÃO
58,2017,24001015047P4,INFORMÁTICA,SISTEMA DE COMPUTAÇÃO,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),,FEDERAL,PB,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO,2006,,NÃO,,,,,,15,4,0,19,78.9,1,2,16,0,0,16,16,15,1,16,5,21,25,0,17,0,0,,,,http://www.ppgi.di.ufpb.br,175359,108491,AVALIAÇÃO
59,2018,24001015047P4,INFORMÁTICA,SISTEMA DE COMPUTAÇÃO,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),,FEDERAL,PB,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO,2006,,NÃO,,,,,,15,4,0,19,78.9,1,2,13,0,0,12,13,23,3,24,0,24,19,0,13,0,0,,,,http://www.ppgi.di.ufpb.br,176009,109003,AVALIAÇÃO
60,2019,24001015047P4,INFORMÁTICA,SISTEMA DE COMPUTAÇÃO,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),,FEDERAL,PB,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO,2006,,NÃO,,,,,,16,4,0,20,80.0,1,2,22,0,0,19,22,25,6,26,3,29,20,0,8,0,0,,,,http://www.ppgi.di.ufpb.br,175966,108959,AVALIAÇÃO
61,2020,24001015047P4,INFORMÁTICA,SISTEMA DE COMPUTAÇÃO,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),,FEDERAL,PB,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO,2006,,NÃO,,,,,,16,4,0,20,80.0,1,2,15,0,0,11,15,26,7,27,0,27,16,0,0,0,0,,,,http://www.ppgi.di.ufpb.br,202880,134460,AVALIAÇÃO
62,2019,24007013002P9,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",,FEDERAL,PB,NORDESTE,2019,PROFISSIONAL,NÃO,A,MESTRADO PROFISSIONAL,2019,,NÃO,,,,,,14,3,0,17,82.4,1,2,13,0,0,13,13,7,9,24,4,28,0,0,0,0,0,,,,https://estudante.ifpb.edu.br/cursos/195/,159952,94777,AVALIAÇÃO
63,2020,24007013002P9,TECNOLOGIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",,FEDERAL,PB,NORDESTE,2019,PROFISSIONAL,NÃO,A,MESTRADO PROFISSIONAL,2019,,NÃO,,,,,,15,2,0,17,88.2,1,2,16,0,0,16,16,13,30,43,9,52,0,0,0,0,0,,,,https://estudante.ifpb.edu.br/cursos/195/,204770,136086,AVALIAÇÃO
64,2017,24009016005P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,FEDERAL,PB,NORDESTE,1973,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1973/2005,,NÃO,,,,,,34,10,0,44,77.3,1,2,0,0,11,7,11,29,21,29,25,54,17,16,8,3,1,,,,http://copin.ufcg.edu.br,177520,110055,AVALIAÇÃO
65,2018,24009016005P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,FEDERAL,PB,NORDESTE,1973,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1973/2005,,NÃO,,,,,,33,10,0,43,76.7,1,2,0,0,6,6,6,29,24,29,17,46,15,13,8,4,0,,,,http://copin.ufcg.edu.br,177546,110061,AVALIAÇÃO
66,2019,24009016005P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,FEDERAL,PB,NORDESTE,1973,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1973/2005,,NÃO,,,,,,35,10,0,45,77.8,1,2,0,0,7,7,7,26,21,27,15,42,21,10,8,2,0,,,,http://copin.ufcg.edu.br,177573,110101,AVALIAÇÃO
67,2020,24009016005P0,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,FEDERAL,PB,NORDESTE,1973,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1973/2005,,NÃO,,,,,,35,10,0,45,77.8,1,2,0,45,9,54,54,57,38,58,2,60,16,13,9,3,1,,,,http://copin.ufcg.edu.br,198209,130572,AVALIAÇÃO
68,2017,25001019004P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,1975,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1975/1992,,NÃO,,,,,,76,8,0,84,90.5,9,19,1,6,68,74,75,80,53,169,22,191,65,59,31,14,0,,,,http://www.cin.ufpe.br/,176829,109569,AVALIAÇÃO
69,2018,25001019004P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,1975,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1975/1992,,NÃO,,,,,,76,8,0,84,90.5,9,19,1,7,66,74,74,77,44,181,21,202,47,40,24,11,0,,,,http://www.cin.ufpe.br/,176868,109594,AVALIAÇÃO
70,2019,25001019004P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,1975,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1975/1992,,NÃO,,,,,,73,15,0,88,83.0,9,19,3,9,57,69,69,85,40,196,11,207,91,48,34,6,1,,,,http://www.cin.ufpe.br/,176878,109604,AVALIAÇÃO
71,2020,25001019004P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,1975,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1975/1992,,NÃO,,,,,,71,17,0,88,80.7,9,19,2,7,55,63,64,88,40,215,21,236,64,35,25,2,0,,,,http://www.cin.ufpe.br/,199103,131320,AVALIAÇÃO
72,2017,25001019062P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2006,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL,2006,,NÃO,,,,,,33,10,0,43,76.7,2,9,0,0,0,0,0,36,2,63,8,71,89,0,2,0,0,,,,http://www.cin.ufpe.br/~posgraduacao,176051,109043,AVALIAÇÃO
73,2018,25001019062P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2006,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL,2006,,NÃO,,,,,,35,9,0,44,79.5,4,12,6,0,0,5,6,38,0,72,18,90,6,0,0,0,0,,,,http://www.cin.ufpe.br/~posgraduacao,173760,107219,AVALIAÇÃO
74,2019,25001019062P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2006,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL,2006,,NÃO,,,,,,34,7,0,41,82.9,3,10,7,0,0,6,7,45,0,75,11,86,1,0,0,0,0,,,,http://www.cin.ufpe.br/~posgraduacao,173770,107195,AVALIAÇÃO
75,2020,25001019062P6,CIÊNCIAS DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2006,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL,2006,,NÃO,,,,,,33,7,0,40,82.5,2,8,1,0,0,1,1,51,0,66,18,84,14,0,0,0,0,,,,http://www.cin.ufpe.br/~posgraduacao,203725,135212,AVALIAÇÃO
76,2017,25003011032P2,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,16,4,0,20,80.0,2,5,26,0,0,23,26,14,16,19,5,26,12,0,8,0,0,,,,http://www.ppgia.ufrpe.br/,165800,99847,AVALIAÇÃO
77,2018,25003011032P2,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,18,5,0,23,78.3,2,5,37,0,0,33,37,17,21,22,5,27,16,0,4,0,0,,,,http://www.ppgia.ufrpe.br/,166024,100066,AVALIAÇÃO
78,2019,25003011032P2,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,21,4,0,25,84.0,2,4,36,0,0,34,36,19,27,27,5,32,16,0,5,0,0,,,,http://www.ppgia.ufrpe.br/,166268,100287,AVALIAÇÃO
79,2020,25003011032P2,INFORMÁTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,FEDERAL,PE,NORDESTE,2011,ACADÊMICO,NÃO,3,MESTRADO,2011,,NÃO,,,,,,23,4,0,27,85.2,2,4,41,0,0,36,41,20,27,31,4,35,15,0,4,0,0,,,,http://www.ppgia.ufrpe.br/,198902,131157,AVALIAÇÃO
80,2017,25004018011P1,ENGENHARIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UPE,UNIVERSIDADE DE PERNAMBUCO,,ESTADUAL,PE,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2006/2018,,NÃO,,,,,,14,6,0,20,70.0,3,3,15,0,0,15,15,26,31,74,27,104,24,0,15,0,0,,,,http://ppgec.upe.br,170537,104317,AVALIAÇÃO
81,2018,25004018011P1,ENGENHARIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UPE,UNIVERSIDADE DE PERNAMBUCO,,ESTADUAL,PE,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2006/2018,,NÃO,,,,,,14,3,0,17,82.4,3,4,15,0,0,15,15,32,39,80,17,97,20,0,10,0,0,,,,http://ppgec.upe.br,168499,102462,AVALIAÇÃO
82,2019,25004018011P1,ENGENHARIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UPE,UNIVERSIDADE DE PERNAMBUCO,,ESTADUAL,PE,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2006/2018,,NÃO,,,,,,14,5,0,19,73.7,3,4,19,22,0,37,41,29,62,88,22,110,17,0,7,0,0,,,,http://ppgec.upe.br,163429,97389,AVALIAÇÃO
83,2020,25004018011P1,ENGENHARIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UPE,UNIVERSIDADE DE PERNAMBUCO,,ESTADUAL,PE,NORDESTE,2006,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2006/2018,,NÃO,,,,,,15,5,0,20,75.0,1,4,22,21,0,40,43,31,73,101,10,111,19,0,8,0,0,,,,http://ppgec.upe.br,202905,134485,AVALIAÇÃO
84,2017,25019015001P0,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,CESAR,CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE (PE),,PARTICULAR,PE,NORDESTE,2007,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,2007,,NÃO,,,,,,15,13,6,34,44.1,1,4,16,0,0,11,16,0,4,8,0,8,30,0,0,0,0,,,,http://www.cesar.org.br,172033,105729,AVALIAÇÃO
85,2018,25019015001P0,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,CESAR,CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE (PE),,PARTICULAR,PE,NORDESTE,2007,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,2007,,NÃO,,,,,,18,9,5,32,56.3,1,5,16,0,0,13,16,0,6,9,1,10,21,0,0,0,0,,,,http://www.cesar.org.br,176172,109081,AVALIAÇÃO
86,2019,25019015001P0,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,CESAR,CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE (PE),,PARTICULAR,PE,NORDESTE,2007,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,2007,,NÃO,,,,,,16,9,4,29,55.2,1,4,24,0,0,22,24,0,6,9,0,9,28,0,1,0,0,,,,http://www.cesar.org.br,176994,109719,AVALIAÇÃO
87,2020,25019015001P0,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,CESAR,CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE (PE),,PARTICULAR,PE,NORDESTE,2007,PROFISSIONAL,NÃO,4,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,2007,,NÃO,,,,,,19,10,2,31,61.3,1,5,16,3,0,19,19,4,9,24,5,32,37,0,0,0,0,,,,http://www.cesar.org.br,205545,137144,AVALIAÇÃO
88,2017,26001012035P1,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,,FEDERAL,AL,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,13,4,0,17,76.5,1,2,14,0,0,11,14,19,3,24,10,35,15,0,9,0,0,,,,http://www.ppgi.ic.ufal.br/,175044,108189,AVALIAÇÃO
89,2018,26001012035P1,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,,FEDERAL,AL,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,15,6,0,21,71.4,1,2,18,0,0,16,18,16,2,22,7,29,2,0,1,0,0,,,,http://www.ppgi.ic.ufal.br/,175096,108240,AVALIAÇÃO
90,2019,26001012035P1,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,,FEDERAL,AL,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,22,5,0,27,81.5,1,2,20,0,0,20,20,19,4,24,8,32,14,0,6,0,0,,,,http://www.ppgi.ic.ufal.br/,175442,108553,AVALIAÇÃO
91,2020,26001012035P1,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,,FEDERAL,AL,NORDESTE,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,23,5,0,28,82.1,1,2,31,0,0,28,31,18,5,24,0,25,15,0,5,0,0,,,,http://www.ppgi.ic.ufal.br/,204737,136054,AVALIAÇÃO
92,2017,27001016029P4,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,,FEDERAL,SE,NORDESTE,2010,ACADÊMICO,NÃO,3,MESTRADO,2010,,NÃO,,,,,,14,7,0,21,66.7,1,3,15,0,0,13,15,17,16,39,13,53,29,0,6,0,0,,,,http://www.posgraduacao.ufs.br/procc,168621,102509,AVALIAÇÃO
93,2018,27001016029P4,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,,FEDERAL,SE,NORDESTE,2010,ACADÊMICO,NÃO,3,MESTRADO,2010,,NÃO,,,,,,16,5,0,21,76.2,1,3,12,0,0,10,12,19,17,47,11,58,24,0,6,0,0,,,,http://www.posgraduacao.ufs.br/procc,168833,102710,AVALIAÇÃO
94,2019,27001016029P4,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,,FEDERAL,SE,NORDESTE,2010,ACADÊMICO,NÃO,3,MESTRADO,2010,,NÃO,,,,,,15,5,0,20,75.0,1,3,13,0,0,11,13,20,19,57,5,62,19,0,5,0,0,,,,http://www.posgraduacao.ufs.br/procc,168840,102717,AVALIAÇÃO
95,2020,27001016029P4,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,,FEDERAL,SE,NORDESTE,2010,ACADÊMICO,NÃO,3,MESTRADO,2010,,NÃO,,,,,,15,2,0,17,88.2,1,3,14,0,0,14,14,23,13,64,3,67,17,0,3,0,0,,,,http://www.posgraduacao.ufs.br/procc,200647,132656,AVALIAÇÃO
96,2017,28001010061P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UNIFACS;UEFS,FEDERAL,BA,NORDESTE,2007,ACADÊMICO,NÃO,4,DOUTORADO,2007,,NÃO,,,,,,10,1,0,11,90.9,1,2,0,1,0,1,1,7,5,10,19,29,0,2,0,0,0,,,,http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br,171813,105491,AVALIAÇÃO
97,2018,28001010061P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UNIFACS;UEFS,FEDERAL,BA,NORDESTE,2007,ACADÊMICO,NÃO,4,DOUTORADO,2007,,NÃO,,,,,,6,1,0,7,85.7,1,2,0,1,0,1,1,8,5,12,0,12,0,3,0,0,0,,,,http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br,171793,105505,AVALIAÇÃO
98,2019,28001010061P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UNIFACS;UEFS,FEDERAL,BA,NORDESTE,2007,ACADÊMICO,NÃO,4,DOUTORADO,2007,,NÃO,,,,,,6,0,0,6,100.0,1,2,0,1,0,1,1,9,2,15,0,15,0,3,0,0,0,,,,http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br,171823,105499,AVALIAÇÃO
99,2020,28001010061P1,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,UNIFACS;UEFS,FEDERAL,BA,NORDESTE,2007,ACADÊMICO,NÃO,4,DOUTORADO,2007,,NÃO,,,,,,7,0,0,7,100.0,1,2,0,1,0,1,1,6,0,13,0,13,0,0,0,0,0,,,,http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br |  http://pmcc.dcc.ufba.br,199642,131793,AVALIAÇÃO
100,2017,28001010095P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,,FEDERAL,BA,NORDESTE,2014,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2014/2014,,NÃO,,,,,,29,9,0,38,76.3,1,3,2,0,34,30,36,29,16,52,10,62,15,1,2,0,0,,,,http://pgcomp.dcc.ufba.br,177620,110194,AVALIAÇÃO
101,2018,28001010095P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,,FEDERAL,BA,NORDESTE,2014,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2014/2014,,NÃO,,,,,,29,9,0,38,76.3,1,3,0,0,34,32,34,34,17,55,3,58,34,1,5,1,0,,,,http://pgcomp.dcc.ufba.br,177673,110218,AVALIAÇÃO
102,2019,28001010095P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,,FEDERAL,BA,NORDESTE,2014,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2014/2014,,NÃO,,,,,,27,11,0,38,71.1,1,3,0,0,19,19,19,45,20,66,1,67,24,4,4,2,0,,,,http://pgcomp.dcc.ufba.br,177710,110231,AVALIAÇÃO
103,2020,28001010095P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,,FEDERAL,BA,NORDESTE,2014,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2014/2014,,NÃO,,,,,,27,10,0,37,73.0,1,3,0,0,9,9,9,60,19,79,10,89,27,10,2,2,0,,,,http://pgcomp.dcc.ufba.br,200428,132522,AVALIAÇÃO
104,2019,28002016020P6,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UEFS,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,,ESTADUAL,BA,NORDESTE,2019,ACADÊMICO,NÃO,A,MESTRADO,2019,,NÃO,,,,,,10,1,0,11,90.9,1,2,11,0,0,11,11,3,19,22,0,22,0,0,0,0,0,,,,https://pgcc.uefs.br,168125,102054,AVALIAÇÃO
