,Ano Base,Cod PPG,Nome PPG,Área Básica,IES Principal Sigla,IES Principal Nome,IES da Rede Sigla,Status Jurídico,UF,Região,PPG Ano Início,Modalidade,Mudança de modalidade no quadriênio?,Nota,Nível,Ano Início Nível,Teve turmas de PCI/MINTER/DINTER/Fora de sede quadriênio?,Sofreu migração no quadriênio?,Código do(s) pppg(s) de origem,Nome do(s) pppg(s) de origem,Código do(s) pppg(s) de destino,Nome do(s) pppg(s) de destino,Data de referência,Nº Permanentes (DP),Nº Colaboradores,Nº Visitantes,Total Docentes (T),"DP/Total (DP/T)
266,2020,41005015010P7,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UNIVALI,UNIVERSIDADE DO VALE DO ITAJAÍ,,PARTICULAR,SC,SUL,2007,ACADÊMICO,NÃO,3,MESTRADO,2007,,NÃO,,,,,,13,1,0,14,92.9,1,5,11,0,0,11,11,17,6,22,4,26,9,0,5,0,0,,,,http://www.univali.br/mca,202549,134210,AVALIAÇÃO
267,2017,42001013004P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,FEDERAL,RS,SUL,1973,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1973/1988,,NÃO,,,,,,55,5,0,60,91.7,9,20,0,1,43,42,44,37,66,100,20,120,41,28,18,9,0,PRÊMIO CAPES DE TESE,,EDUARDO HENRIQUE MOLINA DA CRUZ,http://ppgc.inf.ufrgs.br/,166608,100627,AVALIAÇÃO
268,2018,42001013004P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,FEDERAL,RS,SUL,1973,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1973/1988,,NÃO,,,,,,54,4,0,58,93.1,9,20,0,2,45,44,47,37,61,95,24,119,43,23,17,11,0,,,,http://ppgc.inf.ufrgs.br/,166653,100671,AVALIAÇÃO
269,2019,42001013004P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,FEDERAL,RS,SUL,1973,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1973/1988,,NÃO,,,,,,54,3,0,57,94.7,12,26,0,3,51,51,54,41,57,94,18,113,41,20,19,9,0,,,,http://ppgc.inf.ufrgs.br/,166661,100676,AVALIAÇÃO
270,2020,42001013004P4,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,FEDERAL,RS,SUL,1973,ACADÊMICO,NÃO,7,MESTRADO/DOUTORADO,1973/1988,,NÃO,,,,,,54,5,0,59,91.5,9,21,0,0,49,48,49,59,46,84,34,119,36,14,15,4,0,,,,http://ppgc.inf.ufrgs.br/,197496,129924,AVALIAÇÃO
271,2017,42002010036P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,,FEDERAL,RS,SUL,2007,ACADÊMICO,NÃO,3,MESTRADO,2007,,NÃO,,,,,,35,1,0,36,97.2,1,4,131,0,0,131,131,18,10,60,7,67,21,0,12,0,0,,,,http://www.ufsm.br/ppgi,169953,103735,AVALIAÇÃO
272,2018,42002010036P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,,FEDERAL,RS,SUL,2007,ACADÊMICO,NÃO,3,MESTRADO,2007,,NÃO,,,,,,35,1,0,36,97.2,1,4,129,0,0,129,129,17,18,52,13,65,34,0,16,0,0,,,,http://www.ufsm.br/ppgi,173384,106935,AVALIAÇÃO
273,2019,42002010036P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,,FEDERAL,RS,SUL,2007,ACADÊMICO,NÃO,3,MESTRADO,2007,,NÃO,,,,,,28,0,0,28,100.0,1,4,94,0,0,94,94,17,14,52,0,52,26,0,7,0,0,,,,http://www.ufsm.br/ppgi,173795,107234,AVALIAÇÃO
274,2020,42002010036P3,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,,FEDERAL,RS,SUL,2007,ACADÊMICO,NÃO,3,MESTRADO,2007,,NÃO,,,,,,25,0,0,25,100.0,1,4,51,0,0,51,51,16,10,45,1,46,28,0,12,0,0,,,,http://www.ufsm.br/ppgi,202920,134500,AVALIAÇÃO
275,2017,42003016038P9,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,,FEDERAL,RS,SUL,2011,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2011/2015,SIM,NÃO,,,,,,22,4,0,26,84.6,1,4,0,0,20,20,20,13,4,39,12,51,16,0,6,0,0,,,,http://inf.ufpel.edu.br,133220,69578,AVALIAÇÃO
276,2018,42003016038P9,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,,FEDERAL,RS,SUL,2011,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2011/2015,SIM,NÃO,,,,,,22,5,0,27,81.5,1,5,1,0,22,22,23,11,5,40,2,42,13,0,6,0,0,,,,http://inf.ufpel.edu.br,141100,76373,AVALIAÇÃO
277,2019,42003016038P9,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,,FEDERAL,RS,SUL,2011,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2011/2015,SIM,NÃO,,,,,,16,10,0,26,61.5,1,5,0,2,22,20,24,9,4,39,9,48,8,7,5,1,1,,,,http://inf.ufpel.edu.br,142656,78104,AVALIAÇÃO
278,2020,42003016038P9,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFPEL,UNIVERSIDADE FEDERAL DE PELOTAS,,FEDERAL,RS,SUL,2011,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2011/2015,SIM,NÃO,,,,,,18,7,0,25,72.0,1,5,0,3,13,14,16,9,2,36,1,37,17,15,8,0,0,,,,http://inf.ufpel.edu.br,197687,130107,AVALIAÇÃO
279,2017,42004012022P1,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,,FEDERAL,RS,SUL,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,24,1,0,25,96.0,1,6,30,0,0,29,30,28,7,49,7,56,22,0,10,0,0,,,,http://ppgcomp.c3.furg.br,164287,98163,AVALIAÇÃO
280,2018,42004012022P1,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,,FEDERAL,RS,SUL,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,25,1,0,26,96.2,1,6,43,0,0,43,43,30,5,45,13,59,27,0,12,0,0,,,,http://ppgcomp.c3.furg.br,167262,101173,AVALIAÇÃO
281,2019,42004012022P1,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,,FEDERAL,RS,SUL,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,15,1,0,16,93.8,1,6,18,0,0,13,18,34,4,48,6,54,20,0,11,0,0,,,,http://ppgcomp.c3.furg.br,170926,104661,AVALIAÇÃO
282,2020,42004012022P1,COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,,FEDERAL,RS,SUL,2012,ACADÊMICO,NÃO,3,MESTRADO,2012,,NÃO,,,,,,15,0,0,15,100.0,1,6,17,0,0,11,17,33,2,44,19,64,15,0,5,0,0,,,,http://ppgcomp.c3.furg.br,205303,136683,AVALIAÇÃO
283,2017,42005019016P8,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,,PARTICULAR,RS,SUL,1994,ACADÊMICO,NÃO,6,MESTRADO/DOUTORADO,1994/2004,,NÃO,,,,,,23,1,0,24,95.8,1,6,0,0,38,38,38,35,7,113,23,141,25,19,24,15,0,,,,http://www.pucrs.br/politecnica/programa-de-pos-graduacao-em-ciencia-da-computacao/,168674,102561,AVALIAÇÃO
284,2018,42005019016P8,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,,PARTICULAR,RS,SUL,1994,ACADÊMICO,NÃO,6,MESTRADO/DOUTORADO,1994/2004,,NÃO,,,,,,23,1,0,24,95.8,1,6,0,1,39,38,40,45,15,133,24,157,28,14,27,2,0,,,,http://www.pucrs.br/politecnica/programa-de-pos-graduacao-em-ciencia-da-computacao/,168733,102611,AVALIAÇÃO
285,2019,42005019016P8,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,,PARTICULAR,RS,SUL,1994,ACADÊMICO,NÃO,6,MESTRADO/DOUTORADO,1994/2004,,NÃO,,,,,,23,1,0,24,95.8,1,6,1,1,40,40,42,48,14,138,13,151,21,18,14,14,1,,,,http://www.pucrs.br/politecnica/programa-de-pos-graduacao-em-ciencia-da-computacao/,168869,102745,AVALIAÇÃO
286,2020,42005019016P8,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,,PARTICULAR,RS,SUL,1994,ACADÊMICO,NÃO,6,MESTRADO/DOUTORADO,1994/2004,,NÃO,,,,,,23,1,0,24,95.8,1,6,0,0,36,36,36,44,15,134,28,162,28,9,10,7,0,PRÊMIO CAPES DE TESE | CONCURSO DE DISSERTAÇÕES E TESES SOBRE DEFESA NACIONAL,,GUSTAVO FREITAS SANCHEZ | RODOLFO MIGON FAVARETTO,http://www.pucrs.br/politecnica/programa-de-pos-graduacao-em-ciencia-da-computacao/,203013,134572,AVALIAÇÃO
287,2017,42007011006P5,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,,PARTICULAR,RS,SUL,2000,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2000/2015,SIM,NÃO,,,,,,15,1,0,16,93.8,1,7,7,1,12,19,20,25,18,25,10,38,31,0,16,0,0,,,,http://www.unisinos.br/ppg/computacao/,161096,95663,AVALIAÇÃO
288,2018,42007011006P5,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,,PARTICULAR,RS,SUL,2000,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2000/2015,SIM,NÃO,,,,,,12,1,0,13,92.3,1,5,0,0,16,16,16,22,17,22,14,42,20,0,7,0,0,,,,http://www.unisinos.br/ppg/computacao/,161098,95665,AVALIAÇÃO
289,2019,42007011006P5,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,,PARTICULAR,RS,SUL,2000,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2000/2015,SIM,NÃO,,,,,,14,0,0,14,100.0,1,4,0,0,17,17,17,32,29,33,12,50,24,5,15,2,1,,,,http://www.unisinos.br/ppg/computacao/,162889,97010,AVALIAÇÃO
290,2020,42007011006P5,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,,PARTICULAR,RS,SUL,2000,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2000/2015,SIM,NÃO,,,,,,12,0,0,12,100.0,1,4,13,13,15,41,41,31,31,32,10,42,23,7,11,0,0,,,,http://www.unisinos.br/ppg/computacao/,203199,134751,AVALIAÇÃO
291,2017,42009014011P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,,PARTICULAR,RS,SUL,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,11,3,0,14,78.6,1,2,26,0,0,24,26,7,17,19,3,22,22,0,2,0,0,,,,http://www.upf.br/,166399,100419,AVALIAÇÃO
292,2018,42009014011P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,,PARTICULAR,RS,SUL,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,10,4,0,14,71.4,1,2,34,0,0,34,34,10,16,18,4,22,17,0,0,0,0,,,,http://www.upf.br/,166413,100432,AVALIAÇÃO
293,2019,42009014011P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,,PARTICULAR,RS,SUL,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,11,3,0,14,78.6,1,2,25,0,0,22,25,6,11,13,5,18,13,0,0,0,0,,,,http://www.upf.br/,166417,100436,AVALIAÇÃO
294,2020,42009014011P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,FUPF,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,,PARTICULAR,RS,SUL,2014,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2014,,NÃO,,,,,,10,3,0,13,76.9,1,2,19,0,0,17,19,6,10,10,5,15,14,0,0,0,0,,,,http://www.upf.br/,196411,128863,AVALIAÇÃO
295,2019,42046017016P1,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,FEDERAL,RS,SUL,2019,PROFISSIONAL,NÃO,A,MESTRADO PROFISSIONAL,2019,,NÃO,,,,,,10,0,0,10,100.0,2,2,10,0,0,10,10,0,11,12,0,12,0,0,0,0,0,,,,http://cursos.unipampa.edu.br/cursos/ppges/,159497,94346,AVALIAÇÃO
296,2020,42046017016P1,ENGENHARIA DE SOFTWARE,ENGENHARIA DE SOFTWARE,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,FEDERAL,RS,SUL,2019,PROFISSIONAL,NÃO,A,MESTRADO PROFISSIONAL,2019,,NÃO,,,,,,10,0,0,10,100.0,2,2,10,0,0,10,10,0,13,14,0,14,1,0,1,0,0,,,,http://cursos.unipampa.edu.br/cursos/ppges/,198795,131078,AVALIAÇÃO
297,2017,51001012012P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2019,,NÃO,,,,,,21,6,0,27,77.8,1,5,5,0,0,5,5,30,4,43,7,50,14,0,6,0,0,,,,http://www.facom.ufms.br/mestrado,134231,70499,AVALIAÇÃO
298,2018,51001012012P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2019,,NÃO,,,,,,22,4,0,26,84.6,1,5,14,0,0,12,14,19,3,32,0,32,10,0,3,0,0,,,,http://www.facom.ufms.br/mestrado,139639,75180,AVALIAÇÃO
299,2019,51001012012P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2019,,NÃO,,,,,,18,8,0,26,69.2,1,3,10,7,0,17,17,14,1,25,3,28,15,1,12,0,0,,,,http://www.facom.ufms.br/mestrado,158940,93907,AVALIAÇÃO
300,2020,51001012012P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,1999,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,1999/2019,,NÃO,,,,,,18,6,0,24,75.0,1,3,12,9,0,18,21,18,0,41,5,46,4,1,3,0,0,,,,http://www.facom.ufms.br/mestrado,202082,133764,AVALIAÇÃO
301,2017,51001012028P6,CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFG,FEDERAL,MS,CENTRO-OESTE,2010,ACADÊMICO,NÃO,4,DOUTORADO,2010,,NÃO,,,,,,20,1,2,23,87.0,1,3,0,15,0,11,15,10,0,25,0,25,0,2,0,0,0,,,,http://www.facom.ufms.br/doutorado |  http://www.inf.ufg.br/doutorado,132941,69366,AVALIAÇÃO
302,2018,51001012028P6,CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFG,FEDERAL,MS,CENTRO-OESTE,2010,ACADÊMICO,NÃO,4,DOUTORADO,2010,,NÃO,,,,,,22,1,2,25,88.0,1,3,0,26,0,15,26,10,0,25,0,25,0,8,0,2,0,,,,http://www.facom.ufms.br/doutorado |  http://www.inf.ufg.br/doutorado,136825,72771,AVALIAÇÃO
303,2019,51001012028P6,CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFG,FEDERAL,MS,CENTRO-OESTE,2010,ACADÊMICO,NÃO,4,DOUTORADO,2010,,NÃO,,,,,,22,1,1,24,91.7,1,3,0,2,0,2,2,10,0,25,0,25,0,11,0,2,0,,,,http://www.facom.ufms.br/doutorado |  http://www.inf.ufg.br/doutorado,145862,82708,AVALIAÇÃO
304,2020,51001012028P6,CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFG,FEDERAL,MS,CENTRO-OESTE,2010,ACADÊMICO,NÃO,4,DOUTORADO,2010,,NÃO,,,,,,22,0,1,23,95.7,1,3,0,1,0,1,1,10,0,25,0,25,0,5,0,0,0,,,,http://www.facom.ufms.br/doutorado |  http://www.inf.ufg.br/doutorado,202161,133842,AVALIAÇÃO
305,2017,51001012038P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,2013,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2013,,NÃO,,,,,,18,7,0,25,72.0,1,3,4,0,0,1,4,13,2,32,8,40,10,0,0,0,0,,,,http://www.facom.ufms.br/mestradoprofissional,164438,98312,AVALIAÇÃO
306,2018,51001012038P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,2013,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2013,,NÃO,,,,,,17,7,0,24,70.8,1,3,11,0,0,5,11,15,1,37,7,44,8,0,0,0,0,,,,http://www.facom.ufms.br/mestradoprofissional,164484,98330,AVALIAÇÃO
307,2019,51001012038P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,2013,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2013,,NÃO,,,,,,14,7,0,21,66.7,1,3,9,0,0,5,9,16,2,37,4,41,9,0,0,0,0,,,,http://www.facom.ufms.br/mestradoprofissional,164535,98397,AVALIAÇÃO
308,2020,51001012038P1,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,FEDERAL,MS,CENTRO-OESTE,2013,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2013,,NÃO,,,,,,13,7,0,20,65.0,3,8,12,0,0,8,12,14,2,36,3,39,6,0,0,0,0,,,,http://www.facom.ufms.br/mestradoprofissional,200226,132330,AVALIAÇÃO
309,2017,52001016027P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,,FEDERAL,GO,CENTRO-OESTE,2004,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2004/2019,,NÃO,,,,,,31,2,1,34,91.2,1,6,24,0,0,23,24,11,6,80,9,89,32,0,14,0,0,,,,http://www.inf.ufg.br/mestrado,164528,98390,AVALIAÇÃO
310,2018,52001016027P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,,FEDERAL,GO,CENTRO-OESTE,2004,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2004/2019,,NÃO,,,,,,32,3,1,36,88.9,1,7,29,0,0,28,29,17,8,82,18,100,25,0,16,0,0,,,,http://www.inf.ufg.br/mestrado,165746,99757,AVALIAÇÃO
311,2019,52001016027P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,,FEDERAL,GO,CENTRO-OESTE,2004,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2004/2019,,NÃO,,,,,,32,3,1,36,88.9,1,7,8,3,23,33,34,23,53,96,10,106,19,0,11,0,0,,,,http://www.inf.ufg.br/mestrado,166651,100669,AVALIAÇÃO
312,2020,52001016027P2,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,,FEDERAL,GO,CENTRO-OESTE,2004,ACADÊMICO,NÃO,4,MESTRADO/DOUTORADO,2004/2019,,NÃO,,,,,,32,3,1,36,88.9,1,4,4,6,25,30,35,26,75,110,8,118,26,0,5,0,0,,,,http://www.inf.ufg.br/mestrado,203840,135345,AVALIAÇÃO
313,2017,53001010054P6,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,1989,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1989/2010,,NÃO,,,,,,24,0,0,24,100.0,1,2,3,0,57,60,60,24,12,31,10,41,14,7,6,3,0,,,,http://ppgi.unb.br,130882,67686,AVALIAÇÃO
314,2018,53001010054P6,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,1989,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1989/2010,,NÃO,,,,,,26,0,0,26,100.0,1,2,0,0,24,24,24,30,5,35,8,43,21,1,7,0,0,,,,http://ppgi.unb.br,137352,73305,AVALIAÇÃO
315,2019,53001010054P6,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,1989,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1989/2010,,NÃO,,,,,,25,1,0,26,96.2,1,2,0,0,49,49,49,41,33,51,7,58,18,6,6,0,0,,,,http://ppgi.unb.br,164763,98849,AVALIAÇÃO
316,2020,53001010054P6,INFORMÁTICA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,1989,ACADÊMICO,NÃO,5,MESTRADO/DOUTORADO,1989/2010,,NÃO,,,,,,30,1,0,31,96.8,1,2,0,0,30,30,30,52,34,66,6,72,15,1,3,0,0,,,,http://ppgi.unb.br,203881,135386,AVALIAÇÃO
317,2017,53001010098P3,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,2012,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2012,,NÃO,,,,,,21,5,0,26,80.8,1,4,46,0,0,40,46,11,6,17,8,25,22,0,0,0,0,,,,http://ppca.unb.br,170183,103967,AVALIAÇÃO
318,2018,53001010098P3,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,2012,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2012,,NÃO,,,,,,23,5,0,28,82.1,1,4,45,0,0,41,45,11,7,14,10,24,29,0,1,0,0,,,,http://ppca.unb.br,171016,104762,AVALIAÇÃO
319,2019,53001010098P3,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,2012,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2012,,NÃO,,,,,,21,9,0,30,70.0,1,4,42,0,0,37,42,14,7,15,16,31,28,0,0,0,0,,,,http://ppca.unb.br,176761,109507,AVALIAÇÃO
320,2020,53001010098P3,COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,UNB,UNIVERSIDADE DE BRASÍLIA,,FEDERAL,DF,CENTRO-OESTE,2012,PROFISSIONAL,NÃO,3,MESTRADO PROFISSIONAL,2012,,NÃO,,,,,,24,6,0,30,80.0,1,4,39,0,0,35,39,17,5,19,12,31,18,0,0,0,0,,,,http://ppca.unb.br,204614,135951,AVALIAÇÃO
